Id,Response
1,7
3,2
4,1
9,8
12,1
13,8
21,6
28,8
30,7
36,8
38,8
43,8
45,8
48,8
50,4
51,7
54,7
55,6
59,8
62,1
63,8
66,8
69,8
82,8
83,8
84,7
86,1
89,8
90,1
92,7
98,6
100,6
105,5
115,8
119,6
124,6
127,8
133,8
140,6
141,8
143,2
151,2
154,8
157,8
163,1
166,3
168,8
170,6
173,8
180,6
182,7
184,1
185,8
195,7
196,4
197,5
212,6
213,6
219,8
225,7
227,5
232,2
239,6
247,2
251,5
254,6
261,7
264,6
267,8
272,8
275,8
277,8
283,8
284,1
287,6
291,6
293,6
294,2
305,8
307,7
309,8
311,5
322,6
323,2
326,6
330,6
335,8
337,7
338,5
341,1
346,7
348,8
352,1
356,8
358,2
366,7
369,5
373,6
375,1
381,6
384,8
386,1
396,4
397,2
399,7
405,8
412,8
417,6
421,1
425,8
427,8
430,8
432,6
433,8
436,8
438,8
441,8
442,7
444,3
446,8
448,8
450,7
454,7
465,8
470,7
472,3
475,6
484,8
495,8
497,8
498,8
501,5
502,8
505,8
515,1
516,6
527,8
529,2
531,6
533,5
537,2
541,7
546,8
548,6
549,8
550,8
553,8
559,8
561,2
564,2
574,5
578,6
579,6
580,8
582,6
584,8
588,6
596,7
602,6
603,1
613,8
614,6
619,8
620,6
624,5
625,8
628,8
630,7
635,8
636,1
637,8
641,8
644,8
648,8
654,8
658,8
664,8
666,7
667,8
670,8
672,7
674,8
676,8
684,8
685,6
693,2
694,8
700,6
702,2
703,7
705,7
711,8
718,5
722,6
726,8
727,2
732,8
735,8
740,1
748,8
750,6
751,8
756,1
762,7
766,8
770,8
771,5
779,7
782,5
784,8
793,8
798,8
800,6
801,8
805,7
807,8
813,8
819,8
820,7
822,8
823,6
833,8
834,6
842,6
845,8
856,5
860,5
864,1
869,6
872,8
877,6
878,8
893,8
894,1
896,6
899,1
900,2
911,1
914,8
917,1
919,8
923,2
925,7
926,1
934,7
938,8
940,1
955,6
956,6
971,7
973,8
978,8
979,8
981,6
988,8
990,7
992,5
996,8
997,8
999,1
1000,7
1006,6
1009,6
1018,6
1025,6
1038,6
1042,8
1045,7
1046,8
1047,2
1050,3
1052,7
1054,8
1057,8
1061,4
1069,2
1071,7
1073,2
1074,8
1075,8
1083,1
1084,1
1089,5
1099,5
1103,1
1110,8
1123,8
1130,7
1135,6
1137,8
1145,8
1147,6
1152,8
1153,1
1154,8
1158,8
1166,6
1170,8
1172,6
1178,8
1179,8
1181,4
1182,7
1183,8
1191,6
1192,6
1200,6
1205,1
1207,6
1208,4
1209,1
1217,5
1223,8
1225,7
1226,7
1228,8
1230,8
1232,2
1235,8
1237,7
1257,7
1266,1
1267,6
1274,8
1277,8
1278,6
1280,8
1282,8
1293,7
1294,8
1305,8
1306,7
1311,6
1318,6
1320,8
1323,7
1325,2
1328,7
1336,5
1340,7
1341,8
1344,6
1345,6
1348,6
1358,1
1361,8
1364,6
1373,6
1377,6
1378,6
1380,6
1382,2
1383,2
1386,8
1387,5
1390,7
1395,8
1398,6
1402,6
1403,8
1405,7
1407,8
1410,1
1412,5
1419,6
